date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
06-12-2024,Uttar Pradesh,Varanasi,3.0,"PM10,NO2",46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-12-2024,Maharashtra,Thane,2.0,"PM2.5,PM10",100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-03-2023,Karnataka,Gadag,1.0,O3,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2021,Haryana,Bhiwani,1.0,PM2.5,261.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-01-2021,Karnataka,Vijayapura,1.0,CO,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-05-2025,Rajasthan,Jodhpur,4.0,"PM10,O3",156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-06-2019,Punjab,Bathinda,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-05-2017,Punjab,Ludhiana,1.0,PM2.5,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-07-2021,Rajasthan,Udaipur,1.0,PM10,36.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2024,Bihar,Araria,1.0,PM2.5,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Karnataka,Vijayapura,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2018,Gujarat,Ahmedabad,1.0,NO2,75.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2018,Punjab,Ludhiana,1.0,SO2,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-06-2025,Rajasthan,Banswara,1.0,PM10,105.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2019,Rajasthan,Jaipur,2.0,"PM10,CO",56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-01-2020,Maharashtra,Pune,1.0,PM2.5,230.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-06-2019,Haryana,Ballabgarh,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-04-2025,Madhya Pradesh,Pithampur,1.0,O3,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2017,Maharashtra,Thane,1.0,NO2,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2020,Uttar Pradesh,Baghpat,1.0,PM10,51.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2023,Odisha,Bileipada,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2021,Haryana,Gurugram,3.0,"PM2.5,PM10",111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-03-2020,Kerala,Eloor,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-07-2022,Kerala,Kozhikode,1.0,PM10,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-04-2025,Kerala,Eloor,1.0,PM2.5,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2024,Odisha,Keonjhar,1.0,PM2.5,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-04-2025,Karnataka,Dharwad,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-06-2020,Maharashtra,Nagpur,1.0,NO2,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-05-2025,Punjab,Amritsar,1.0,O3,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2020,Maharashtra,Chandrapur,2.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2020,Tamil Nadu,Coimbatore,1.0,NO2,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-03-2019,Haryana,Manesar,1.0,PM10,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-10-2020,Haryana,Gurugram,4.0,"PM2.5,O3",259.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2020,Kerala,Thiruvananthapuram,2.0,"PM10,CO",62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-04-2024,Karnataka,Belgaum,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Madhya Pradesh,Ratlam,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-03-2022,Uttar Pradesh,Bulandshahr,1.0,PM10,237.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2020,Uttar Pradesh,NOIDA,4.0,"PM10,CO",57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2020,Haryana,Ballabgarh,1.0,PM2.5,191.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2025,Tamil Nadu,Pudukottai,1.0,PM10,47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-01-2019,West Bengal,Kolkata,2.0,PM2.5,310.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-07-2020,Kerala,Eloor,1.0,PM10,43.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-04-2022,Punjab,Khanna,1.0,PM10,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-07-2021,Bihar,Hajipur,1.0,PM2.5,99.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-06-2020,Gujarat,Vapi,1.0,PM10,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-03-2020,Madhya Pradesh,Singrauli,1.0,PM2.5,242.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2023,Andhra Pradesh,Anantapur,1.0,PM2.5,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-03-2020,West Bengal,Kolkata,7.0,"O3,PM2.5,PM10",173.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-06-2025,Rajasthan,Bharatpur,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-02-2023,Karnataka,Shivamogga,1.0,O3,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2021,Uttar Pradesh,Vrindavan,1.0,PM2.5,471.0,Severe,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-04-2022,Rajasthan,Kota,1.0,PM2.5,136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-04-2024,West Bengal,Haldia,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2021,Madhya Pradesh,Dewas,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-02-2021,Uttar Pradesh,NOIDA,4.0,"PM2.5,PM10",369.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-01-2025,Karnataka,Ramanagara,1.0,PM2.5,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-02-2021,Gujarat,Vatva,1.0,PM10,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2024,Maharashtra,Pune,6.0,"PM10,CO",71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2024,Rajasthan,Sri Ganganagar,1.0,PM10,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-12-2023,Telangana,Hyderabad,10.0,PM2.5,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-05-2025,Karnataka,Mysuru,1.0,PM10,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-05-2021,Jharkhand,Jorapokhar,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-07-2024,Tamil Nadu,Ramanathapuram,1.0,PM10,26.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2024,Karnataka,Chikkaballapur,1.0,PM10,33.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2023,West Bengal,Haldia,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2022,Karnataka,Shivamogga,1.0,PM10,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2020,Andhra Pradesh,Amaravati,1.0,PM2.5,37.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-03-2018,Punjab,Ludhiana,1.0,PM2.5,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-02-2024,Punjab,Patiala,1.0,PM2.5,129.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2024,Karnataka,Ramanagara,1.0,SO2,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2017,Uttar Pradesh,Agra,1.0,PM2.5,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-01-2022,Rajasthan,Bhiwadi,1.0,PM2.5,273.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-05-2019,Rajasthan,Alwar,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-01-2025,Punjab,Rupnagar,1.0,NO2,253.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2023,Rajasthan,Sri Ganganagar,1.0,PM10,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-06-2025,Tamil Nadu,Palkalaiperur,1.0,PM10,24.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-05-2023,Haryana,Dharuhera,1.0,PM2.5,190.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-12-2018,Andhra Pradesh,Visakhapatnam,1.0,PM2.5,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-12-2022,Bihar,Araria,1.0,PM10,344.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-02-2019,West Bengal,Siliguri,1.0,PM2.5,148.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-06-2024,Andhra Pradesh,Anantapur,1.0,PM10,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-01-2020,Maharashtra,Nashik,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Uttar Pradesh,Muzaffarnagar,1.0,PM2.5,218.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-01-2025,Rajasthan,Bhiwadi,2.0,PM2.5,176.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-12-2023,Uttar Pradesh,Muzaffarnagar,1.0,PM2.5,325.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-02-2025,Uttar Pradesh,Kanpur,3.0,"PM2.5,PM10",79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2021,Gujarat,Ankleshwar,1.0,PM2.5,243.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2020,Karnataka,Bengaluru,8.0,"PM2.5,CO,O3",31.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-01-2021,Haryana,Manesar,1.0,PM2.5,233.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-01-2023,Bihar,Manguraha,1.0,PM2.5,272.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-05-2017,Delhi,Delhi,10.0,"PM2.5,O3",132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-06-2021,Haryana,Bahadurgarh,1.0,O3,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-12-2023,Odisha,Barbil,1.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-10-2024,Gujarat,Surat,1.0,CO,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-03-2017,Bihar,Muzaffarpur,1.0,PM2.5,216.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2024,Maharashtra,Thane,3.0,"PM10,CO",44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2022,Andhra Pradesh,Anantapur,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-04-2025,Assam,Silchar,1.0,PM10,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-05-2025,Odisha,Baripada,1.0,CO,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-07-2023,Assam,Silchar,1.0,CO,29.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2021,Karnataka,Chamarajanagar,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-03-2023,Karnataka,Hubballi,2.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2022,Maharashtra,Solapur,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2020,Maharashtra,Chandrapur,2.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2020,Karnataka,Ramanagara,1.0,PM2.5,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-04-2023,Haryana,Yamunanagar,1.0,PM2.5,203.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-02-2023,Gujarat,Ahmedabad,6.0,PM2.5,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-05-2023,Bihar,Hajipur,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2024,Bihar,Bhagalpur,1.0,CO,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-06-2020,Tamil Nadu,Coimbatore,1.0,NO2,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-07-2022,Uttar Pradesh,Firozabad,1.0,O3,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-02-2024,Odisha,Bhubaneswar,2.0,O3,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-01-2025,Tamil Nadu,Dindigul,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2024,Tripura,Agartala,1.0,PM10,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-11-2023,Punjab,Jalandhar,1.0,PM2.5,226.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-02-2022,Karnataka,Koppal,1.0,O3,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-05-2024,Gujarat,Ahmedabad,6.0,"PM10,O3",134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2020,Maharashtra,Navi Mumbai,2.0,PM2.5,141.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-05-2023,Punjab,Patiala,1.0,PM10,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-03-2018,Madhya Pradesh,Satna,1.0,PM10,214.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-04-2025,Rajasthan,Jaisalmer,1.0,PM10,142.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2025,Tamil Nadu,Hosur,1.0,PM10,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-01-2017,Maharashtra,Aurangabad,1.0,O3,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-05-2024,Haryana,Rohtak,1.0,PM2.5,156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-02-2023,Andhra Pradesh,Amaravati,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-05-2025,Bihar,Purnia,1.0,PM2.5,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Odisha,Tensa,1.0,NO2,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2024,Haryana,Panipat,1.0,PM2.5,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-03-2021,Haryana,Bhiwani,1.0,O3,145.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-01-2022,Karnataka,Madikeri,1.0,PM10,43.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Rajasthan,Udaipur,1.0,PM2.5,199.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-05-2018,Uttar Pradesh,Agra,1.0,PM2.5,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-12-2024,Maharashtra,Jalgaon,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-12-2023,Karnataka,Koppal,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2021,Tripura,Agartala,1.0,PM10,26.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2016,Maharashtra,Navi Mumbai,1.0,PM2.5,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-02-2020,Madhya Pradesh,Jabalpur,1.0,PM10,148.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-03-2022,Haryana,Rohtak,1.0,PM2.5,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-05-2023,Haryana,Manesar,1.0,PM2.5,270.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2019,Haryana,Ambala,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-01-2018,Uttar Pradesh,Lucknow,4.0,PM2.5,344.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2021,Nagaland,Kohima,1.0,SO2,36.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-05-2018,West Bengal,Siliguri,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2020,Mizoram,Aizawl,1.0,PM10,14.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-02-2018,Odisha,Talcher,1.0,PM2.5,267.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-12-2020,Meghalaya,Shillong,1.0,PM10,24.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2023,Bihar,Purnia,1.0,PM2.5,194.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
